gene_a,gene_b,correlation,weight
IGFL2,OMD,0.6187485169947078,0.6187485169947078
IGFL2,MMP11,0.640700562703322,0.640700562703322
IGFL2,NNMT,0.6621107999983729,0.6621107999983729
IGFL2,ASPN,0.6113689029223968,0.6113689029223968
IGFL2,INHBA,0.7563560374043901,0.7563560374043901
IGFL2,PTGER3,0.642472642802493,0.642472642802493
IGFL2,GJB2,0.755832528086101,0.755832528086101
IGFL2,SVEP1,0.6266826681157016,0.6266826681157016
IGFL2,C5orf46,0.732578549176225,0.732578549176225
IGFL2,SULF1,0.6385001962981082,0.6385001962981082
IGFL2,ACTG2,0.6257579128018661,0.6257579128018661
IGFL2,SLC35D3,0.6890590675570442,0.6890590675570442
IGFL2,THBS2,0.7917672747188278,0.7917672747188278
PROK1,DLK1,0.6592144458679502,0.6592144458679502
PROK1,GATA4,0.7346827055780492,0.7346827055780492
PROK1,COLEC11,0.7008139198750641,0.7008139198750641
PROK1,ARX,0.7728136671261067,0.7728136671261067
PROK1,STAR,0.7441132388113475,0.7441132388113475
PROK1,C3orf72,0.7027602742897513,0.7027602742897513
PROK1,FOXL2,0.7001368554844567,0.7001368554844567
PROK1,PEG3,0.6677448247653623,0.6677448247653623
PROK1,AMHR2,0.6190244207741593,0.6190244207741593
PROK1,CADPS,0.6089831998193136,0.6089831998193136
PROK1,PTPN5,0.6551990428637176,0.6551990428637176
CPA3,FAP,0.6207507983767178,0.6207507983767178
CPA3,TPSB2,0.770062736051889,0.770062736051889
TPSB2,FAP,0.6115829498598052,0.6115829498598052
CCL18,PLA2G2D,0.6380558590835826,0.6380558590835826
CCL18,CCL13,0.614581189634421,0.614581189634421
HLA-DQB2,HLA-DQA2,0.7783561054484065,0.7783561054484065
HLA-DQB2,CD1A,0.6912557792263259,0.6912557792263259
HLA-DQB2,CD1E,0.6851316502859299,0.6851316502859299
FAP,SFRP2,0.8658327314747941,0.8658327314747941
FAP,EPYC,0.8218843434336671,0.8218843434336671
FAP,MMP13,0.7522158690636533,0.7522158690636533
FAP,LRRC15,0.87035367059634,0.87035367059634
FAP,COMP,0.6427676338270325,0.6427676338270325
FAP,NTM,0.9050593918356273,0.9050593918356273
FAP,GREM1,0.8133650448145373,0.8133650448145373
FAP,CCL11,0.8266458664985004,0.8266458664985004
FAP,CXCL14,0.7411260125112501,0.7411260125112501
FAP,GFRA1,0.6291206031714766,0.6291206031714766
FAP,COL10A1,0.8593406593406593,0.8593406593406593
FAP,COL6A6,0.7831185969770826,0.7831185969770826
FAP,DIO2,0.7882388863160975,0.7882388863160975
FAP,MEGF10,0.7197814450907558,0.7197814450907558
FAP,DPT,0.7920668292794695,0.7920668292794695
FAP,OMD,0.7652190066679074,0.7652190066679074
FAP,MMP11,0.8339855813937519,0.8339855813937519
FAP,NNMT,0.6200900010000111,0.6200900010000111
FAP,SEMA3D,0.6387626959889009,0.6387626959889009
FAP,ASPN,0.8199743641482888,0.8199743641482888
FAP,INHBA,0.9225893621040234,0.9225893621040234
FAP,MEOX2,0.7113042366099419,0.7113042366099419
FAP,PTGER3,0.7132163690707675,0.7132163690707675
FAP,GJB2,0.7742623806931188,0.7742623806931188
FAP,SVEP1,0.7690227669196325,0.7690227669196325
FAP,FMO1,0.6972393801308258,0.6972393801308258
FAP,C5orf46,0.7858692787514284,0.7858692787514284
FAP,SULF1,0.7483549817220191,0.7483549817220191
FAP,ACTG2,0.6518574650829454,0.6518574650829454
FAP,SCG2,0.7444549383882043,0.7444549383882043
FAP,SLC35D3,0.769652691175954,0.769652691175954
FAP,THBS2,0.9387508750097223,0.9387508750097223
VNN3,LCN2,0.6014855213522542,0.6014855213522542
C5orf46,SFRP2,0.7060140805390229,0.7060140805390229
C5orf46,EPYC,0.737370301691511,0.737370301691511
C5orf46,LRRC15,0.7381656758979893,0.7381656758979893
C5orf46,COMP,0.6279300064723256,0.6279300064723256
C5orf46,NTM,0.7727046205884479,0.7727046205884479
C5orf46,GREM1,0.7097730067748992,0.7097730067748992
C5orf46,CCL11,0.7459304602283181,0.7459304602283181
C5orf46,COL10A1,0.7501808450897609,0.7501808450897609
C5orf46,DIO2,0.6133024867310639,0.6133024867310639
C5orf46,DPT,0.6926890279557479,0.6926890279557479
C5orf46,OMD,0.6308608491043407,0.6308608491043407
C5orf46,MMP11,0.6648384693453281,0.6648384693453281
C5orf46,ASPN,0.644565537289079,0.644565537289079
C5orf46,INHBA,0.8116098249862211,0.8116098249862211
C5orf46,GJB2,0.7129017486222627,0.7129017486222627
C5orf46,SVEP1,0.6339761469570675,0.6339761469570675
C5orf46,SULF1,0.6385652492976135,0.6385652492976135
C5orf46,ACTG2,0.6210875852319765,0.6210875852319765
C5orf46,SCG2,0.6002595374494031,0.6002595374494031
C5orf46,SLC35D3,0.6529520866185289,0.6529520866185289
C5orf46,THBS2,0.7922881339886423,0.7922881339886423
MMP11,SFRP2,0.7782976231177754,0.7782976231177754
MMP11,EPYC,0.7361452164745419,0.7361452164745419
MMP11,MMP13,0.7935047518624838,0.7935047518624838
MMP11,LRRC15,0.82625949468989,0.82625949468989
MMP11,NTM,0.8246415040868628,0.8246415040868628
MMP11,GREM1,0.7561353500386417,0.7561353500386417
MMP11,CCL11,0.6686610944414968,0.6686610944414968
MMP11,CXCL14,0.6678412724409504,0.6678412724409504
MMP11,GFRA1,0.6131898205479404,0.6131898205479404
MMP11,COL10A1,0.7461899294647686,0.7461899294647686
MMP11,COL6A6,0.7378630124113975,0.7378630124113975
MMP11,DIO2,0.824322061535208,0.824322061535208
MMP11,CHRNA1,0.6147667779511747,0.6147667779511747
MMP11,MEGF10,0.8138467319917163,0.8138467319917163
MMP11,DPT,0.7107017930188102,0.7107017930188102
MMP11,OMD,0.7105593468226427,0.7105593468226427
MMP11,ASPN,0.7416810973906218,0.7416810973906218
MMP11,INHBA,0.8180376246444594,0.8180376246444594
MMP11,GJB2,0.6810963100808174,0.6810963100808174
MMP11,SVEP1,0.6553104651507796,0.6553104651507796
MMP11,FMO1,0.6770852291881531,0.6770852291881531
MMP11,SULF1,0.6144711179536608,0.6144711179536608
MMP11,ACTG2,0.6678061609358102,0.6678061609358102
MMP11,SCG2,0.7268723793455949,0.7268723793455949
MMP11,SLC35D3,0.7019660682601427,0.7019660682601427
MMP11,THBS2,0.8183474058986713,0.8183474058986713
ABCA8,OGN,0.6711048315057863,0.6711048315057863
GZMK,ADAM6,0.7306922719627199,0.7306922719627199
GZMK,IGJ,0.7455083526476814,0.7455083526476814
GZMK,MGC29506,0.7075488836999901,0.7075488836999901
GZMK,BMS1P20,0.7148199474611721,0.7148199474611721
GZMK,CCL11,0.6161220684532973,0.6161220684532973
GZMK,CXCL13,0.7633928015895146,0.7633928015895146
GZMK,CD79A,0.6938005698386956,0.6938005698386956
GZMK,CXCL9,0.8099790040504737,0.8099790040504737
GZMK,ADAMDEC1,0.6617571567311957,0.6617571567311957
GZMK,UBD,0.6265285868339535,0.6265285868339535
GZMK,PLA2G2D,0.7809975026437358,0.7809975026437358
GZMK,IRF4,0.7763654030996348,0.7763654030996348
GZMK,CCL19,0.7851937860616911,0.7851937860616911
GZMK,HLA-DQA1,0.6229582916188736,0.6229582916188736
GZMK,IL21R,0.830864330217123,0.830864330217123
GZMK,ZNF683,0.7391881224907586,0.7391881224907586
THSD7B,COLEC11,0.6739156522103602,0.6739156522103602
THSD7B,ARX,0.6294722191179094,0.6294722191179094
THSD7B,C3orf72,0.6353074329640267,0.6353074329640267
THSD7B,FOXL2,0.6278848580368362,0.6278848580368362
THSD7B,CADPS,0.6697215455089107,0.6697215455089107
THSD7B,PTPN5,0.6402512701053454,0.6402512701053454
DPT,SFRP2,0.7676472943553763,0.7676472943553763
DPT,EPYC,0.6891112354819185,0.6891112354819185
DPT,MMP13,0.6289999701691936,0.6289999701691936
DPT,LRRC15,0.7703291674894445,0.7703291674894445
DPT,NTM,0.781246294916177,0.781246294916177
DPT,GREM1,0.7196750995839553,0.7196750995839553
DPT,CCL11,0.7123003905926535,0.7123003905926535
DPT,CXCL14,0.624208860945999,0.624208860945999
DPT,COL10A1,0.6898285274426356,0.6898285274426356
DPT,COL6A6,0.6787782539008533,0.6787782539008533
DPT,DIO2,0.6930089485217407,0.6930089485217407
DPT,MEGF10,0.6215462582063132,0.6215462582063132
DPT,OMD,0.7517518145733028,0.7517518145733028
DPT,ASPN,0.7584713051854344,0.7584713051854344
DPT,INHBA,0.7538019131821312,0.7538019131821312
DPT,MEOX2,0.6482025771209671,0.6482025771209671
DPT,GJB2,0.6374022189360028,0.6374022189360028
DPT,SVEP1,0.6942189057685101,0.6942189057685101
DPT,SCG2,0.674135525020083,0.674135525020083
DPT,SLC35D3,0.6220823287810846,0.6220823287810846
DPT,THBS2,0.7923970632434424,0.7923970632434424
ADAM6,IGJ,0.9542541583795375,0.9542541583795375
ADAM6,MGC29506,0.9311039665665395,0.9311039665665395
ADAM6,BMS1P20,0.9281694241047123,0.9281694241047123
ADAM6,CXCL13,0.7138914852440084,0.7138914852440084
ADAM6,CD79A,0.8987535965698765,0.8987535965698765
ADAM6,CXCL9,0.7240422671363015,0.7240422671363015
ADAM6,PLA2G2D,0.7168819337940554,0.7168819337940554
ADAM6,POU2AF1,0.6926930299225547,0.6926930299225547
ADAM6,IRF4,0.9071444023982992,0.9071444023982992
ADAM6,CCL19,0.704409030332233,0.704409030332233
ADAM6,KIAA0125,0.7053408410863032,0.7053408410863032
ADAM6,IL21R,0.7338904980102239,0.7338904980102239
GFRA1,SFRP2,0.6593040630692383,0.6593040630692383
GFRA1,CXCL14,0.6905475352160306,0.6905475352160306
GFRA1,OMD,0.6320350164915935,0.6320350164915935
GFRA1,ASPN,0.6380685457114375,0.6380685457114375
GFRA1,INHBA,0.6414394121888264,0.6414394121888264
GFRA1,SVEP1,0.6160795635861289,0.6160795635861289
GFRA1,THBS2,0.6372638083818487,0.6372638083818487
UBD,CXCL13,0.625981961477228,0.625981961477228
UBD,CXCL9,0.691706796742186,0.691706796742186
UBD,PLA2G2D,0.6426037372137623,0.6426037372137623
UBD,CXCL11,0.621485127612529,0.621485127612529
UBD,IL21R,0.6456490108849396,0.6456490108849396
UBD,ZNF683,0.6443307285674044,0.6443307285674044
KCNIP1,EDN3,0.6085010590213602,0.6085010590213602
HLA-DRB5,HLA-DQA1,0.6583753152812809,0.6583753152812809
OMD,SFRP2,0.7385519247202885,0.7385519247202885
OMD,EPYC,0.6936359182042569,0.6936359182042569
OMD,FABP4,0.6228637208036092,0.6228637208036092
OMD,ADH1B,0.607680088731646,0.607680088731646
OMD,LRRC15,0.7987433382591999,0.7987433382591999
OMD,NTM,0.7228732596687605,0.7228732596687605
OMD,GREM1,0.6444715822367142,0.6444715822367142
OMD,CCL11,0.6451396192393852,0.6451396192393852
OMD,CXCL14,0.6689552416389913,0.6689552416389913
OMD,COL10A1,0.8001164773846574,0.8001164773846574
OMD,DIO2,0.6743796409486842,0.6743796409486842
OMD,MEGF10,0.6380114203721162,0.6380114203721162
OMD,ASPN,0.785343467512882,0.785343467512882
OMD,INHBA,0.7447486095402553,0.7447486095402553
OMD,OGN,0.6547379840638838,0.6547379840638838
OMD,MEOX2,0.6477689506000265,0.6477689506000265
OMD,PTGER3,0.6251908217038857,0.6251908217038857
OMD,GJB2,0.6540760856638171,0.6540760856638171
OMD,SVEP1,0.6641428090808162,0.6641428090808162
OMD,FMO1,0.6737459673114503,0.6737459673114503
OMD,ACTG2,0.6411208358508248,0.6411208358508248
OMD,SCG2,0.6537071295375206,0.6537071295375206
OMD,SLC35D3,0.6310073650380541,0.6310073650380541
OMD,THBS2,0.8039469532163399,0.8039469532163399
FOXL2,DLK1,0.6794505516875389,0.6794505516875389
FOXL2,NR5A1,0.6393560046324147,0.6393560046324147
FOXL2,GATA4,0.790514905115635,0.790514905115635
FOXL2,EDN3,0.6395063056662255,0.6395063056662255
FOXL2,TSPAN8,0.7018906909182295,0.7018906909182295
FOXL2,COLEC11,0.7828112315609789,0.7828112315609789
FOXL2,ARX,0.8457771779736536,0.8457771779736536
FOXL2,STAR,0.8034613333673368,0.8034613333673368
FOXL2,C3orf72,0.9498314313064079,0.9498314313064079
FOXL2,PLCXD3,0.6386562335187331,0.6386562335187331
FOXL2,PEG3,0.7217610177549294,0.7217610177549294
FOXL2,AMHR2,0.6439915104215312,0.6439915104215312
FOXL2,CADPS,0.7442649575661349,0.7442649575661349
FOXL2,FAM150B,0.6147310271908881,0.6147310271908881
FOXL2,CASR,0.6552411048635093,0.6552411048635093
FOXL2,SCUBE1,0.6488674847565356,0.6488674847565356
FOXL2,PTPN5,0.7079800266023557,0.7079800266023557
MGC29506,IGJ,0.928018364726933,0.928018364726933
MGC29506,BMS1P20,0.9288992668293601,0.9288992668293601
MGC29506,CXCL13,0.6981197045422969,0.6981197045422969
MGC29506,CD79A,0.8856111095110681,0.8856111095110681
MGC29506,CXCL9,0.727979586365967,0.727979586365967
MGC29506,PLA2G2D,0.7057076141716565,0.7057076141716565
MGC29506,POU2AF1,0.7386404129451131,0.7386404129451131
MGC29506,IRF4,0.888280311797717,0.888280311797717
MGC29506,CCL19,0.6900347397079275,0.6900347397079275
MGC29506,KIAA0125,0.6539865240703122,0.6539865240703122
MGC29506,IL21R,0.6874936943059771,0.6874936943059771
MMP12,MMP9,0.6071421992461891,0.6071421992461891
SAA2,SAA1,0.9281497974921917,0.9281497974921917
SAA2,LCN2,0.6217828417873787,0.6217828417873787
SCG2,SFRP2,0.6938641540461561,0.6938641540461561
SCG2,EPYC,0.6285640328993526,0.6285640328993526
SCG2,MMP13,0.6731275807298404,0.6731275807298404
SCG2,LRRC15,0.7015504616717964,0.7015504616717964
SCG2,NTM,0.728218417787569,0.728218417787569
SCG2,GREM1,0.6585603498708502,0.6585603498708502
SCG2,CXCL14,0.6080645340503783,0.6080645340503783
SCG2,COL10A1,0.6540948232758141,0.6540948232758141
SCG2,COL6A6,0.6979622066224178,0.6979622066224178
SCG2,DIO2,0.6244645493681876,0.6244645493681876
SCG2,MEGF10,0.6768615852656736,0.6768615852656736
SCG2,SEMA3D,0.6452032191508547,0.6452032191508547
SCG2,ASPN,0.6697259612778409,0.6697259612778409
SCG2,INHBA,0.7448816097956644,0.7448816097956644
SCG2,GJB2,0.6508747874976388,0.6508747874976388
SCG2,SVEP1,0.6889520994677719,0.6889520994677719
SCG2,FMO1,0.6093323936190878,0.6093323936190878
SCG2,SLC35D3,0.6631097413494396,0.6631097413494396
SCG2,THBS2,0.7783979821998023,0.7783979821998023
KIAA0125,IGJ,0.6501891147655279,0.6501891147655279
KIAA0125,BMS1P20,0.6662769988135467,0.6662769988135467
KIAA0125,CD79A,0.6979226871197565,0.6979226871197565
KIAA0125,POU2AF1,0.6604961033018613,0.6604961033018613
KIAA0125,IRF4,0.6655253918245946,0.6655253918245946
PDZK1IP1,LCN2,0.6625398059978445,0.6625398059978445
DIO2,SFRP2,0.7188740847672728,0.7188740847672728
DIO2,EPYC,0.6649054780862906,0.6649054780862906
DIO2,MMP13,0.772372098590606,0.772372098590606
DIO2,LRRC15,0.8036426198703533,0.8036426198703533
DIO2,NTM,0.7734059287722441,0.7734059287722441
DIO2,GREM1,0.7354620183733382,0.7354620183733382
DIO2,CCL11,0.677768548179823,0.677768548179823
DIO2,CXCL14,0.6452296782096786,0.6452296782096786
DIO2,COL10A1,0.7166909484288082,0.7166909484288082
DIO2,COL6A6,0.6794824447418519,0.6794824447418519
DIO2,MEGF10,0.6972884737281209,0.6972884737281209
DIO2,ASPN,0.6876971412545839,0.6876971412545839
DIO2,INHBA,0.7606456785723608,0.7606456785723608
DIO2,GJB2,0.6435403253549343,0.6435403253549343
DIO2,FMO1,0.6699507049804841,0.6699507049804841
DIO2,SLC35D3,0.63056144925933,0.63056144925933
DIO2,THBS2,0.7583020959354057,0.7583020959354057
PLA2G2D,IGJ,0.7134262553689013,0.7134262553689013
PLA2G2D,BMS1P20,0.700163117120023,0.700163117120023
PLA2G2D,CXCL13,0.7816335439311668,0.7816335439311668
PLA2G2D,CD79A,0.6928356859308036,0.6928356859308036
PLA2G2D,CXCL9,0.8242604183944789,0.8242604183944789
PLA2G2D,ADAMDEC1,0.7435796579707346,0.7435796579707346
PLA2G2D,IRF4,0.7835621695049209,0.7835621695049209
PLA2G2D,CCL19,0.739019883107664,0.739019883107664
PLA2G2D,IL21R,0.8216818350920128,0.8216818350920128
PLA2G2D,ZNF683,0.631611685752232,0.631611685752232
POU2AF1,IGJ,0.6712870143001589,0.6712870143001589
POU2AF1,BMS1P20,0.6962241802686696,0.6962241802686696
POU2AF1,CD79A,0.7073904751112078,0.7073904751112078
POU2AF1,IRF4,0.6799011855577533,0.6799011855577533
BARX1,SFRP2,0.637767862680292,0.637767862680292
BARX1,GREM1,0.6062754330810424,0.6062754330810424
FABP4,SFRP2,0.6308977914268811,0.6308977914268811
FABP4,ADH1B,0.7287507611422842,0.7287507611422842
FABP4,ADIPOQ,0.6121729719442307,0.6121729719442307
FABP4,ASPN,0.6369841656428944,0.6369841656428944
FABP4,MEOX2,0.6390465483536479,0.6390465483536479
FABP4,SVEP1,0.6443573130565245,0.6443573130565245
FABP4,ACTG2,0.6185833149362081,0.6185833149362081
FABP4,THBS2,0.6302652733096001,0.6302652733096001
HLA-DQA1,CXCL9,0.6058485094278825,0.6058485094278825
HLA-DQA1,IL21R,0.6419942366048605,0.6419942366048605
HLA-DQA1,ZNF683,0.663067111623163,0.663067111623163
CADPS,GATA4,0.7056867602040191,0.7056867602040191
CADPS,EDN3,0.6696239058301885,0.6696239058301885
CADPS,TSPAN8,0.6552972836173817,0.6552972836173817
CADPS,COLEC11,0.7340465939245632,0.7340465939245632
CADPS,ARX,0.7331316475640107,0.7331316475640107
CADPS,STAR,0.7311982495385768,0.7311982495385768
CADPS,C3orf72,0.7493376166370025,0.7493376166370025
CADPS,PEG3,0.6646976195890916,0.6646976195890916
CADPS,FAM150B,0.6010217370288895,0.6010217370288895
CADPS,PTPN5,0.6523667363968898,0.6523667363968898
NNMT,SAA1,0.6076635344809505,0.6076635344809505
NNMT,FMO2,0.6133180886648567,0.6133180886648567
NNMT,GJB2,0.6263789597662196,0.6263789597662196
NNMT,THBS2,0.6125850287225414,0.6125850287225414
GATA4,DLK1,0.7577920098099422,0.7577920098099422
GATA4,NR5A1,0.633261795505008,0.633261795505008
GATA4,EDN3,0.6884823223230674,0.6884823223230674
GATA4,TSPAN8,0.6883984125368212,0.6883984125368212
GATA4,COLEC11,0.8043272899365848,0.8043272899365848
GATA4,ARX,0.8155599991479858,0.8155599991479858
GATA4,STAR,0.811321807729323,0.811321807729323
GATA4,C3orf72,0.7760492095584776,0.7760492095584776
GATA4,PEG3,0.7366861884585745,0.7366861884585745
GATA4,AMHR2,0.6596274708463057,0.6596274708463057
GATA4,FAM150B,0.618275589784531,0.618275589784531
GATA4,CASR,0.6332192919426392,0.6332192919426392
GATA4,SCUBE1,0.6892517678422257,0.6892517678422257
GATA4,PTPN5,0.6875576314450312,0.6875576314450312
CASR,DLK1,0.6632145437206921,0.6632145437206921
CASR,NR5A1,0.6339892670532438,0.6339892670532438
CASR,EDN3,0.6251827973580575,0.6251827973580575
CASR,TSPAN8,0.6626936984143984,0.6626936984143984
CASR,COLEC11,0.7044880255751034,0.7044880255751034
CASR,ARX,0.714455937817479,0.714455937817479
CASR,STAR,0.700700085093086,0.700700085093086
CASR,C3orf72,0.6546485561732555,0.6546485561732555
CASR,PEG3,0.6820261874192427,0.6820261874192427
CASR,AMHR2,0.6429633579529827,0.6429633579529827
CASR,PTPN5,0.6901565217765455,0.6901565217765455
CD207,CD1A,0.6561835059632345,0.6561835059632345
LRRC15,SFRP2,0.8056480627562529,0.8056480627562529
LRRC15,EPYC,0.7885574550082031,0.7885574550082031
LRRC15,MMP13,0.7617433992124041,0.7617433992124041
LRRC15,COMP,0.6123003725604871,0.6123003725604871
LRRC15,NTM,0.8895766173897818,0.8895766173897818
LRRC15,GREM1,0.7638364669811216,0.7638364669811216
LRRC15,CCL11,0.7572961147793952,0.7572961147793952
LRRC15,CXCL14,0.6817893532150358,0.6817893532150358
LRRC15,COL10A1,0.8695883287592084,0.8695883287592084
LRRC15,COL6A6,0.7056394913242641,0.7056394913242641
LRRC15,MEGF10,0.734914375743294,0.734914375743294
LRRC15,ASPN,0.7611172395770658,0.7611172395770658
LRRC15,INHBA,0.8689705441171569,0.8689705441171569
LRRC15,PTGER3,0.6197211080123113,0.6197211080123113
LRRC15,GJB2,0.7475447504972278,0.7475447504972278
LRRC15,SVEP1,0.6737261525128057,0.6737261525128057
LRRC15,FMO1,0.6357706903155286,0.6357706903155286
LRRC15,SULF1,0.6634864831831465,0.6634864831831465
LRRC15,ACTG2,0.6216575739730441,0.6216575739730441
LRRC15,SLC35D3,0.712969935413724,0.712969935413724
LRRC15,THBS2,0.8922281358681763,0.8922281358681763
COLEC11,DLK1,0.7736509656562461,0.7736509656562461
COLEC11,NR5A1,0.6813415354465762,0.6813415354465762
COLEC11,EDN3,0.7496172155184384,0.7496172155184384
COLEC11,TSPAN8,0.7673620624581228,0.7673620624581228
COLEC11,NTM,-0.6169564494104849,0.6169564494104849
COLEC11,ARX,0.8294615417153315,0.8294615417153315
COLEC11,STAR,0.8381364237380415,0.8381364237380415
COLEC11,C3orf72,0.7714982844487941,0.7714982844487941
COLEC11,PLCXD3,0.6039777941906628,0.6039777941906628
COLEC11,PEG3,0.764632940366004,0.764632940366004
COLEC11,AMHR2,0.6969421398943928,0.6969421398943928
COLEC11,FAM150B,0.6209376052843363,0.6209376052843363
COLEC11,DHRS2,0.6195436276570949,0.6195436276570949
COLEC11,SCUBE1,0.6276497019975764,0.6276497019975764
COLEC11,PTPN5,0.7497280531927555,0.7497280531927555
COL10A1,SFRP2,0.7421042456027289,0.7421042456027289
COL10A1,EPYC,0.7756094439213923,0.7756094439213923
COL10A1,MMP13,0.6316220176926522,0.6316220176926522
COL10A1,COMP,0.6837119120349026,0.6837119120349026
COL10A1,NTM,0.8467988694149844,0.8467988694149844
COL10A1,GREM1,0.686992903806206,0.686992903806206
COL10A1,CCL11,0.7819861369276718,0.7819861369276718
COL10A1,CXCL14,0.679951555017278,0.679951555017278
COL10A1,MEGF10,0.639020480703424,0.639020480703424
COL10A1,ASPN,0.6794998519983568,0.6794998519983568
COL10A1,INHBA,0.845148946099401,0.845148946099401
COL10A1,PTGER3,0.6263469594106601,0.6263469594106601
COL10A1,GJB2,0.6834871498572206,0.6834871498572206
COL10A1,SVEP1,0.6209602328914766,0.6209602328914766
COL10A1,FMO1,0.6710035301507314,0.6710035301507314
COL10A1,SULF1,0.6665038500427782,0.6665038500427782
COL10A1,ACTG2,0.6074218602428916,0.6074218602428916
COL10A1,SLC35D3,0.6861211458787644,0.6861211458787644
COL10A1,THBS2,0.87117812420138,0.87117812420138
NR5A1,DLK1,0.658938597094679,0.658938597094679
NR5A1,TSPAN8,0.6094193079782829,0.6094193079782829
NR5A1,ARX,0.738239662562743,0.738239662562743
NR5A1,STAR,0.7680044430179794,0.7680044430179794
NR5A1,C3orf72,0.6642597001406598,0.6642597001406598
NR5A1,PEG3,0.6444093644251412,0.6444093644251412
NR5A1,AMHR2,0.7218859094553435,0.7218859094553435
NR5A1,SCUBE1,0.6125787667242054,0.6125787667242054
NR5A1,PTPN5,0.619969515316228,0.619969515316228
CCL11,SFRP2,0.6698061471152275,0.6698061471152275
CCL11,EPYC,0.718212467501233,0.718212467501233
CCL11,MMP13,0.6288200659893385,0.6288200659893385
CCL11,NTM,0.7743226651544555,0.7743226651544555
CCL11,GREM1,0.6661766514274137,0.6661766514274137
CCL11,COL6A6,0.6122569401793724,0.6122569401793724
CCL11,ASPN,0.6270135287945816,0.6270135287945816
CCL11,INHBA,0.784315954649339,0.784315954649339
CCL11,PTGER3,0.6060435570131371,0.6060435570131371
CCL11,GJB2,0.6918736240147012,0.6918736240147012
CCL11,FMO1,0.6346223470569656,0.6346223470569656
CCL11,IL21R,0.6516718774824808,0.6516718774824808
CCL11,SULF1,0.6748545300490404,0.6748545300490404
CCL11,SLC35D3,0.6190359995882068,0.6190359995882068
CCL11,THBS2,0.8081486874489732,0.8081486874489732
AMHR2,DLK1,0.689892029072436,0.689892029072436
AMHR2,EDN3,0.6208595650325218,0.6208595650325218
AMHR2,TSPAN8,0.6598574055003205,0.6598574055003205
AMHR2,ARX,0.7268635582914015,0.7268635582914015
AMHR2,STAR,0.7474579802486616,0.7474579802486616
AMHR2,C3orf72,0.6506367914517545,0.6506367914517545
AMHR2,PEG3,0.7269291075245718,0.7269291075245718
AMHR2,SCUBE1,0.6780685557639364,0.6780685557639364
AMHR2,PTPN5,0.6546072889350387,0.6546072889350387
COL6A6,SFRP2,0.7263187796956007,0.7263187796956007
